cycle,ipc-0,ipc-1,ipc-2,ipc-3,ipc-4,ipc-5
540000,6.816,6.912,0.000,0.000,6.784,6.880
542000,6.256,5.952,0.000,0.000,6.416,6.016
544000,6.416,6.608,0.000,0.000,6.272,6.528
546000,7.200,7.072,0.000,0.000,7.216,7.040
548000,6.784,6.608,0.000,0.000,6.688,6.576
550000,5.856,6.096,0.000,0.000,5.920,6.240
552000,6.896,6.896,0.000,0.000,6.896,6.784
554000,6.928,7.072,0.000,0.000,6.928,7.104
556000,5.728,5.712,0.000,0.000,5.760,5.648
558000,6.928,6.864,0.000,0.000,6.896,6.944
560000,6.992,7.024,0.000,0.000,7.040,6.960
562000,5.632,5.568,0.000,0.000,5.584,5.600
564000,7.088,6.992,0.000,0.000,7.184,7.024
566000,6.688,6.832,0.000,0.000,6.624,6.864
568000,6.416,6.288,0.000,0.000,6.464,6.352
570000,6.336,6.352,0.000,0.000,6.320,6.320
572000,7.072,7.168,0.000,0.000,7.008,7.136
574000,6.688,6.480,0.000,0.000,6.784,6.416
576000,5.920,6.160,0.000,0.000,5.872,6.176
578000,7.056,6.928,0.000,0.000,7.024,6.960
580000,6.800,6.912,0.000,0.000,6.784,6.896
582000,5.936,5.744,0.000,0.000,5.952,5.728
584000,6.784,6.960,0.000,0.000,6.768,7.040
586000,7.136,6.928,0.000,0.000,7.136,6.864
588000,5.568,5.824,0.000,0.000,5.632,5.728
590000,6.976,6.800,0.000,0.000,6.928,6.928
592000,6.912,7.136,0.000,0.000,6.944,6.976
594000,6.464,6.208,0.000,0.000,6.384,6.288
596000,6.288,6.368,0.000,0.000,6.416,6.416
598000,6.768,6.896,0.000,0.000,6.688,6.912
600000,7.216,6.896,0.000,0.000,7.248,6.864
602000,5.504,5.888,0.000,0.000,5.488,5.840
604000,7.120,6.896,0.000,0.000,7.120,6.992
606000,6.848,7.008,0.000,0.000,6.816,6.928
608000,5.776,5.760,0.000,0.000,5.776,5.760
610000,6.912,6.976,0.000,0.000,6.944,6.944
612000,6.912,6.848,0.000,0.000,6.880,6.944
614000,6.272,6.064,0.000,0.000,6.336,6.000
616000,6.416,6.624,0.000,0.000,6.352,6.672
618000,7.120,6.976,0.000,0.000,7.216,6.960
620000,6.720,6.704,0.000,0.000,6.592,6.704
622000,5.952,5.968,0.000,0.000,6.016,6.032
624000,6.928,7.024,0.000,0.000,6.928,6.880
626000,6.928,6.960,0.000,0.000,6.896,7.072
628000,5.824,5.728,0.000,0.000,5.824,5.664
630000,6.720,6.912,0.000,0.000,6.720,6.960
632000,7.136,6.976,0.000,0.000,7.168,6.896
634000,5.504,5.616,0.000,0.000,5.488,5.664
636000,7.232,6.992,0.000,0.000,7.280,7.024
638000,6.656,6.896,0.000,0.000,6.656,6.848
640000,6.496,6.192,0.000,0.000,6.432,6.192
642000,6.128,6.368,0.000,0.000,6.192,6.416
644000,7.184,7.168,0.000,0.000,7.120,7.152
646000,6.400,6.448,0.000,0.000,6.464,6.432
648000,6.144,6.208,0.000,0.000,6.080,6.224
650000,6.992,6.912,0.000,0.000,6.992,6.912
652000,6.832,6.928,0.000,0.000,6.832,6.928
654000,5.888,5.712,0.000,0.000,5.824,5.632
656000,6.704,6.864,0.000,0.000,6.720,6.928
658000,7.104,6.976,0.000,0.000,7.136,6.928
660000,5.632,5.760,0.000,0.000,5.648,5.792
662000,7.184,6.880,0.000,0.000,7.184,6.928
664000,6.704,7.072,0.000,0.000,6.736,7.024
666000,6.352,6.288,0.000,0.000,6.320,6.336
668000,6.384,6.352,0.000,0.000,6.352,6.352
670000,6.928,6.960,0.000,0.000,6.960,6.976
672000,6.832,6.816,0.000,0.000,6.816,6.560
674000,5.808,5.792,0.000,0.000,5.792,6.000
676000,7.136,7.136,0.000,0.000,7.184,7.072
678000,6.656,6.656,0.000,0.000,6.624,6.768
680000,6.016,5.952,0.000,0.000,6.080,5.968
682000,6.736,6.832,0.000,0.000,6.656,6.800
684000,7.072,6.992,0.000,0.000,7.136,7.024
686000,6.112,6.048,0.000,0.000,6.016,5.920
688000,6.512,6.656,0.000,0.000,6.576,6.768
690000,7.216,7.088,0.000,0.000,7.200,6.944
692000,6.288,6.512,0.000,0.000,6.352,6.624
694000,6.320,6.160,0.000,0.000,6.304,6.112
696000,6.880,6.928,0.000,0.000,6.768,7.040
698000,7.072,6.816,0.000,0.000,7.168,6.848
700000,5.648,5.808,0.000,0.000,5.552,5.728
702000,6.912,6.976,0.000,0.000,6.992,7.024
704000,6.944,6.960,0.000,0.000,6.928,6.864
706000,5.648,5.696,0.000,0.000,5.648,5.792
708000,7.168,6.992,0.000,0.000,7.104,6.944
710000,6.720,6.976,0.000,0.000,6.800,7.008
712000,6.464,6.208,0.000,0.000,6.528,6.096
714000,6.224,6.336,0.000,0.000,6.112,6.400
716000,7.152,7.088,0.000,0.000,7.152,7.104
718000,6.736,6.560,0.000,0.000,6.736,6.512
720000,5.824,6.016,0.000,0.000,5.872,6.096
722000,7.056,7.104,0.000,0.000,6.976,6.992
724000,6.768,6.832,0.000,0.000,6.848,6.912
726000,6.000,5.808,0.000,0.000,5.936,5.744
728000,6.784,6.816,0.000,0.000,6.800,6.896
730000,7.104,7.056,0.000,0.000,7.120,6.976
732000,5.808,5.856,0.000,0.000,5.728,5.952
734000,6.816,6.896,0.000,0.000,6.928,6.896
736000,6.928,6.816,0.000,0.000,6.912,6.816
738000,6.272,6.320,0.000,0.000,6.192,6.272
740000,6.400,6.304,0.000,0.000,6.448,6.352
742000,6.960,7.088,0.000,0.000,7.040,7.024
744000,6.336,6.304,0.000,0.000,6.224,6.176
