Cycle,Area(mm^2),PeakPower(W),TotalLeakage(W),PeakDynamic(W),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
1412000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.317568
1414000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.262544
1416000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.212374
1418000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.552871
1420000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.856142
1422000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.675682
1424000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.646899
1426000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.222513
1428000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.526728
1430000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.387354
1432000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.659896
1434000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.606517
1436000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,5.874293
1438000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.582635
1440000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.565409
1442000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.157491
1444000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.986901
1446000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.274107
1448000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.768676
1450000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.714837
1452000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.424102
1454000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.032521
1456000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.404265
1458000,40.6137,7.425191,0.693847,6.731343,0.599781,0.094066,6.244710
